region,division,state,county,stname,ctyname,year,popestimate,births,deaths,rbirth,rdeath
"3","6","01","000","Alabama","Alabama",2021,5050380,57184,69135,11.343507,13.714209
"3","6","01","001","Alabama","Autauga County",2021,59203,686,696,11.615503,11.784825
"3","6","01","003","Alabama","Baldwin County",2021,239439,2337,2948,9.8885899,12.473925
"3","6","01","005","Alabama","Barbour County",2021,24533,270,390,10.90865,15.756939
"3","6","01","007","Alabama","Bibb County",2021,22359,240,325,10.775136,14.591331
"3","6","01","009","Alabama","Blount County",2021,59079,654,875,11.067301,14.807168
"3","6","01","011","Alabama","Bullock County",2021,10143,111,160,10.89731,15.707834
"3","6","01","013","Alabama","Butler County",2021,18890,227,297,11.974153,15.666623
"3","6","01","015","Alabama","Calhoun County",2021,115678,1250,1843,10.779532,15.893343
"3","6","01","017","Alabama","Chambers County",2021,34488,392,592,11.339476,17.124922
"3","6","01","019","Alabama","Cherokee County",2021,25074,254,442,10.15127,17.664808
"3","6","01","021","Alabama","Chilton County",2021,45259,534,659,11.825148,14.593206
"3","6","01","023","Alabama","Choctaw County",2021,12548,131,205,10.407563,16.286646
"3","6","01","025","Alabama","Clarke County",2021,22740,300,435,13.12135,19.025959
"3","6","01","027","Alabama","Clay County",2021,14170,142,268,10.006342,18.885208
"3","6","01","029","Alabama","Cleburne County",2021,15156,176,261,11.647915,17.273329
"3","6","01","031","Alabama","Coffee County",2021,54199,726,733,13.475888,13.605821
"3","6","01","033","Alabama","Colbert County",2021,57644,656,880,11.413857,15.311271
"3","6","01","035","Alabama","Conecuh County",2021,11320,114,226,9.9676485,19.760427
"3","6","01","037","Alabama","Coosa County",2021,10314,82,180,7.9422731,17.434258
"3","6","01","039","Alabama","Covington County",2021,37570,455,710,12.121051,18.914167
"3","6","01","041","Alabama","Crenshaw County",2021,13069,145,240,11.0552,18.298262
"3","6","01","043","Alabama","Cullman County",2021,89639,998,1345,11.227675,15.131487
"3","6","01","045","Alabama","Dale County",2021,49395,673,700,13.64392,14.191298
"3","6","01","047","Alabama","Dallas County",2021,37515,437,686,11.54771,18.127527
"3","6","01","049","Alabama","DeKalb County",2021,71912,828,1071,11.534363,14.919448
"3","6","01","051","Alabama","Elmore County",2021,88789,914,1070,10.348146,12.11435
"3","6","01","053","Alabama","Escambia County",2021,36660,441,659,12.025359,17.969868
"3","6","01","055","Alabama","Etowah County",2021,103010,1097,1880,10.626601,18.211496
"3","6","01","057","Alabama","Fayette County",2021,16127,181,320,11.152875,19.717789
"3","6","01","059","Alabama","Franklin County",2021,31998,388,486,12.110619,15.169486
"3","6","01","061","Alabama","Geneva County",2021,26620,271,531,10.165422,19.918226
"3","6","01","063","Alabama","Greene County",2021,7614,110,151,14.36594,19.720518
"3","6","01","065","Alabama","Hale County",2021,14726,183,269,12.40762,18.238525
"3","6","01","067","Alabama","Henry County",2021,17433,159,274,9.1902199,15.837234
"3","6","01","069","Alabama","Houston County",2021,107470,1300,1579,12.106875,14.705197
"3","6","01","071","Alabama","Jackson County",2021,52719,526,963,9.9939203,18.296854
"3","6","01","073","Alabama","Jefferson County",2021,669990,7890,9170,11.734899,13.638659
"3","6","01","075","Alabama","Lamar County",2021,13736,167,262,12.062551,18.924482
"3","6","01","077","Alabama","Lauderdale County",2021,94853,926,1425,9.8052711,15.089106
"3","6","01","079","Alabama","Lawrence County",2021,33073,370,607,11.184668,18.348902
"3","6","01","081","Alabama","Lee County",2021,177596,1786,1407,10.137648,7.9863772
"3","6","01","083","Alabama","Limestone County",2021,107303,1098,1187,10.382684,11.224268
"3","6","01","085","Alabama","Lowndes County",2021,9945,125,181,12.357884,17.894217
"3","6","01","087","Alabama","Macon County",2021,18905,193,294,10.060205,15.324872
"3","6","01","089","Alabama","Madison County",2021,396671,4284,4100,10.884506,10.41701
"3","6","01","091","Alabama","Marengo County",2021,18985,247,353,12.913344,18.455105
"3","6","01","093","Alabama","Marion County",2021,29001,280,522,9.6257973,17.945236
"3","6","01","095","Alabama","Marshall County",2021,98286,1459,1506,14.888667,15.368288
"3","6","01","097","Alabama","Mobile County",2021,413383,5197,5456,12.55678,13.182565
"3","6","01","099","Alabama","Monroe County",2021,19550,217,366,11.055634,18.646832
"3","6","01","101","Alabama","Montgomery County",2021,226935,3082,2918,13.53901,12.81857
"3","6","01","103","Alabama","Morgan County",2021,123375,1425,1813,11.554226,14.700218
"3","6","01","105","Alabama","Perry County",2021,8328,100,168,11.914691,20.01668
"3","6","01","107","Alabama","Pickens County",2021,18618,169,341,8.9924707,18.144571
"3","6","01","109","Alabama","Pike County",2021,32746,355,454,10.815587,13.831764
"3","6","01","111","Alabama","Randolph County",2021,22184,265,389,11.97199,17.573978
"3","6","01","113","Alabama","Russell County",2021,58681,788,828,13.36284,14.041157
"3","6","01","115","Alabama","St. Clair County",2021,92874,959,1327,10.393917,14.382407
"3","6","01","117","Alabama","Shelby County",2021,227453,2243,1930,9.9387417,8.551837
"3","6","01","119","Alabama","Sumter County",2021,11967,126,169,10.431327,13.991224
"3","6","01","121","Alabama","Talladega County",2021,80734,881,1329,10.855837,16.376171
"3","6","01","123","Alabama","Tallapoosa County",2021,41099,397,718,9.6379108,17.43078
"3","6","01","125","Alabama","Tuscaloosa County",2021,235670,2486,2343,10.641736,10.029601
"3","6","01","127","Alabama","Walker County",2021,64636,766,1391,11.805139,21.437267
"3","6","01","129","Alabama","Washington County",2021,15223,187,236,12.241425,15.44907
"3","6","01","131","Alabama","Wilcox County",2021,10423,113,175,10.783986,16.700863
"3","6","01","133","Alabama","Winston County",2021,23655,215,421,9.1202173,17.858658
"4","9","02","000","Alaska","Alaska",2021,734923,9453,5330,12.879738,7.2621393
"4","9","02","013","Alaska","Aleutians East Borough",2021,3417,8,11,2.3378141,3.2144945
"4","9","02","016","Alaska","Aleutians West Census Area",2021,5147,28,18,5.4048839,3.4745681
"4","9","02","020","Alaska","Anchorage Municipality",2021,289169,3658,2090,12.612445,7.2061262
"4","9","02","050","Alaska","Bethel Census Area",2021,18594,394,165,21.151524,8.8578711
"4","9","02","060","Alaska","Bristol Bay Borough",2021,842,6,7,7.1770334,8.3732061
"4","9","02","063","Alaska","Chugach Census Area",2021,6971,80,37,11.38709,5.2665291
"4","9","02","066","Alaska","Copper River Census Area",2021,2621,25,30,9.5510988,11.461318
"4","9","02","068","Alaska","Denali Borough",2021,1595,21,11,13.088189,6.8557181
"4","9","02","070","Alaska","Dillingham Census Area",2021,4796,89,42,18.476231,8.71912
"4","9","02","090","Alaska","Fairbanks North Star Borough",2021,95593,1400,584,14.66506,6.1174254
"4","9","02","100","Alaska","Haines Borough",2021,2074,19,20,9.1390095,9.6200094
"4","9","02","105","Alaska","Hoonah-Angoon Census Area",2021,2330,26,33,11.09215,14.078498
"4","9","02","110","Alaska","Juneau City and Borough",2021,31979,278,208,8.662055,6.4809623
"4","9","02","122","Alaska","Kenai Peninsula Borough",2021,59946,679,468,11.422515,7.8729563
"4","9","02","130","Alaska","Ketchikan Gateway Borough",2021,13866,137,87,9.8628559,6.2632732
"4","9","02","150","Alaska","Kodiak Island Borough",2021,12878,166,86,12.806171,6.6345224
"4","9","02","158","Alaska","Kusilvak Census Area",2021,8377,225,66,26.868879,7.8815379
"4","9","02","164","Alaska","Lake and Peninsula Borough",2021,1419,26,15,18.124783,10.456605
"4","9","02","170","Alaska","Matanuska-Susitna Borough",2021,110998,1323,810,12.109729,7.4141197
"4","9","02","180","Alaska","Nome Census Area",2021,9894,182,89,18.27034,8.9343977
"4","9","02","185","Alaska","North Slope Borough",2021,11054,131,65,11.877777,5.8935533
"4","9","02","188","Alaska","Northwest Arctic Borough",2021,7635,177,64,22.939346,8.2944527
"4","9","02","195","Alaska","Petersburg Borough",2021,3381,30,25,8.8443394,7.3702831
"4","9","02","198","Alaska","Prince of Wales-Hyder Census Area",2021,5720,66,77,11.51732,13.436872
"4","9","02","220","Alaska","Sitka City and Borough",2021,8383,75,70,8.9237909,8.3288717
"4","9","02","230","Alaska","Skagway Municipality",2021,1147,11,9,9.2243185,7.5471697
"4","9","02","240","Alaska","Southeast Fairbanks Census Area",2021,7007,102,62,14.752676,8.9673128
"4","9","02","275","Alaska","Wrangell City and Borough",2021,2102,21,21,9.9337749,9.9337749
"4","9","02","282","Alaska","Yakutat City and Borough",2021,710,10,1,14.367816,1.4367816
"4","9","02","290","Alaska","Yukon-Koyukuk Census Area",2021,5278,60,59,11.334656,11.145744
"4","8","04","000","Arizona","Arizona",2021,7272487,75693,80276,10.469895,11.103819
"4","8","04","001","Arizona","Apache County",2021,65389,734,1166,11.180332,17.760582
"4","8","04","003","Arizona","Cochise County",2021,126119,1221,1782,9.7041082,14.162752
"4","8","04","005","Arizona","Coconino County",2021,142897,1336,1140,9.2749119,7.9142208
"4","8","04","007","Arizona","Gila County",2021,53549,441,994,8.2507019,18.596819
"4","8","04","009","Arizona","Graham County",2021,38921,481,422,12.402182,10.880916
"4","8","04","011","Arizona","Greenlee County",2021,9400,127,81,13.419273,8.5587492
"4","8","04","012","Arizona","La Paz County",2021,16385,157,392,9.5284338,23.790739
"4","8","04","013","Arizona","Maricopa County",2021,4499438,48709,43801,10.89139,9.7939548
"4","8","04","015","Arizona","Mohave County",2021,217164,1738,4267,8.0584402,19.784443
"4","8","04","017","Arizona","Navajo County",2021,107726,1265,1750,11.795477,16.317854
"4","8","04","019","Arizona","Pima County",2021,1048914,9815,12945,9.3740044,12.363372
"4","8","04","021","Arizona","Pinal County",2021,448993,4667,4661,10.616711,10.603062
"4","8","04","023","Arizona","Santa Cruz County",2021,47956,503,500,10.515532,10.452816
"4","8","04","025","Arizona","Yavapai County",2021,242352,1658,3925,6.9145422,16.368864
"4","8","04","027","Arizona","Yuma County",2021,207284,2841,2450,13.759768,11.866044
"3","7","05","000","Arkansas","Arkansas",2021,3028443,34927,40180,11.55989,13.298491
"3","7","05","001","Arkansas","Arkansas County",2021,16687,194,319,11.481328,18.879091
"3","7","05","003","Arkansas","Ashley County",2021,18654,216,328,11.486001,17.441706
"3","7","05","005","Arkansas","Baxter County",2021,42224,344,861,8.1992607,20.521988
"3","7","05","007","Arkansas","Benton County",2021,294297,3564,2453,12.270298,8.4452972
"3","7","05","009","Arkansas","Boone County",2021,37894,381,566,10.122883,15.038194
"3","7","05","011","Arkansas","Bradley County",2021,10343,110,174,10.557635,16.700258
"3","7","05","013","Arkansas","Calhoun County",2021,4728,41,86,8.6644125,18.174133
"3","7","05","015","Arkansas","Carroll County",2021,28539,348,385,12.258053,13.561352
"3","7","05","017","Arkansas","Chicot County",2021,10052,99,185,9.7980995,18.30958
"3","7","05","019","Arkansas","Clark County",2021,21244,240,300,11.25994,14.074925
"3","7","05","021","Arkansas","Clay County",2021,14362,172,292,11.906822,20.213907
"3","7","05","023","Arkansas","Cleburne County",2021,25028,212,474,8.5256977,19.062174
"3","7","05","025","Arkansas","Cleveland County",2021,7486,74,136,9.8417339,18.087511
"3","7","05","027","Arkansas","Columbia County",2021,22490,268,370,11.849494,16.359375
"3","7","05","029","Arkansas","Conway County",2021,20902,208,309,9.9923134,14.844351
"3","7","05","031","Arkansas","Craighead County",2021,111794,1511,1232,13.526518,11.028902
"3","7","05","033","Arkansas","Crawford County",2021,60430,726,857,12.042597,14.215572
"3","7","05","035","Arkansas","Crittenden County",2021,47438,672,700,14.071236,14.657537
"3","7","05","037","Arkansas","Cross County",2021,16672,187,290,11.175187,17.330505
"3","7","05","039","Arkansas","Dallas County",2021,6309,72,135,11.291461,21.17149
"3","7","05","041","Arkansas","Desha County",2021,11048,115,194,10.280708,17.343107
"3","7","05","043","Arkansas","Drew County",2021,17057,199,268,11.579866,15.594995
"3","7","05","045","Arkansas","Faulkner County",2021,125608,1434,1212,11.498308,9.718235
"3","7","05","047","Arkansas","Franklin County",2021,17166,187,282,10.902201,16.440752
"3","7","05","049","Arkansas","Fulton County",2021,12147,118,247,9.7516632,20.41238
"3","7","05","051","Arkansas","Garland County",2021,100393,956,1690,9.5289831,16.845169
"3","7","05","053","Arkansas","Grant County",2021,18123,205,291,11.344457,16.103594
"3","7","05","055","Arkansas","Greene County",2021,46341,523,609,11.344287,13.209696
"3","7","05","057","Arkansas","Hempstead County",2021,19667,247,292,12.457131,14.726649
"3","7","05","059","Arkansas","Hot Spring County",2021,33079,298,552,9.0092812,16.688334
"3","7","05","061","Arkansas","Howard County",2021,12695,159,190,12.494106,14.930064
"3","7","05","063","Arkansas","Independence County",2021,38100,438,553,11.520252,14.544976
"3","7","05","065","Arkansas","Izard County",2021,13921,103,260,7.4846492,18.89329
"3","7","05","067","Arkansas","Jackson County",2021,16781,149,290,8.8843842,17.291754
"3","7","05","069","Arkansas","Jefferson County",2021,65637,757,1044,11.429261,15.762416
"3","7","05","071","Arkansas","Johnson County",2021,25957,294,340,11.377489,13.15764
"3","7","05","073","Arkansas","Lafayette County",2021,6159,66,120,10.600707,19.274012
"3","7","05","075","Arkansas","Lawrence County",2021,16329,174,259,10.692229,15.915445
"3","7","05","077","Arkansas","Lee County",2021,8560,80,167,9.3643923,19.548168
"3","7","05","079","Arkansas","Lincoln County",2021,13168,109,176,8.3659525,13.508327
"3","7","05","081","Arkansas","Little River County",2021,11973,162,219,13.529879,18.290392
"3","7","05","083","Arkansas","Logan County",2021,21229,250,361,11.812233,17.056864
"3","7","05","085","Arkansas","Lonoke County",2021,74770,844,829,11.34218,11.140601
"3","7","05","087","Arkansas","Madison County",2021,16944,231,231,13.795575,13.795575
"3","7","05","089","Arkansas","Marion County",2021,16984,131,312,7.7384291,18.430458
"3","7","05","091","Arkansas","Miller County",2021,42494,499,628,11.72986,14.762229
"3","7","05","093","Arkansas","Mississippi County",2021,39534,536,682,13.387951,17.034668
"3","7","05","095","Arkansas","Monroe County",2021,6648,69,153,10.280095,22.794994
"3","7","05","097","Arkansas","Montgomery County",2021,8635,95,180,11.098131,21.028038
"3","7","05","099","Arkansas","Nevada County",2021,8184,72,132,8.7442312,16.03109
"3","7","05","101","Arkansas","Newton County",2021,7167,59,144,8.2155542,20.051521
"3","7","05","103","Arkansas","Ouachita County",2021,22312,235,423,10.461415,18.830547
"3","7","05","105","Arkansas","Perry County",2021,9995,84,131,8.4033613,13.105242
"3","7","05","107","Arkansas","Phillips County",2021,15825,233,337,14.442895,20.889509
"3","7","05","109","Arkansas","Pike County",2021,10114,122,168,12.033932,16.571316
"3","7","05","111","Arkansas","Poinsett County",2021,22691,272,452,11.918063,19.805017
"3","7","05","113","Arkansas","Polk County",2021,19333,204,340,10.59465,17.657751
"3","7","05","115","Arkansas","Pope County",2021,63778,696,770,10.944428,12.108061
"3","7","05","117","Arkansas","Prairie County",2021,8095,69,152,8.4434652,18.600098
"3","7","05","119","Arkansas","Pulaski County",2021,398108,4935,4723,12.378007,11.846267
"3","7","05","121","Arkansas","Randolph County",2021,18839,218,303,11.647165,16.188492
"3","7","05","123","Arkansas","St. Francis County",2021,22715,300,321,13.118769,14.037083
"3","7","05","125","Arkansas","Saline County",2021,125382,1331,1472,10.68184,11.813425
"3","7","05","127","Arkansas","Scott County",2021,9795,110,175,11.207907,17.830761
"3","7","05","129","Arkansas","Searcy County",2021,7893,72,141,9.1527367,17.924109
"3","7","05","131","Arkansas","Sebastian County",2021,128342,1545,1737,12.063244,13.562366
"3","7","05","133","Arkansas","Sevier County",2021,15714,221,228,14.035311,14.479868
"3","7","05","135","Arkansas","Sharp County",2021,17691,180,315,10.284245,17.997429
"3","7","05","137","Arkansas","Stone County",2021,12441,119,225,9.6006451,18.152481
"3","7","05","139","Arkansas","Union County",2021,38375,440,635,11.383334,16.428221
"3","7","05","141","Arkansas","Van Buren County",2021,15777,137,270,8.6774769,17.101597
"3","7","05","143","Arkansas","Washington County",2021,251767,3059,1987,12.27181,7.9712601
"3","7","05","145","Arkansas","White County",2021,77109,831,1078,10.794381,14.002819
"3","7","05","147","Arkansas","Woodruff County",2021,6146,66,119,10.670979,19.240097
"3","7","05","149","Arkansas","Yell County",2021,20135,250,319,12.392495,15.812823
"4","9","06","000","California","California",2021,39145060,412506,345181,10.489895,8.7778416
"4","9","06","001","California","Alameda County",2021,1644047,16743,11819,10.072453,7.1102142
"4","9","06","003","California","Alpine County",2021,1229,10,27,8.2169266,22.185703
"4","9","06","005","California","Amador County",2021,41228,320,513,7.8284588,12.549998
"4","9","06","007","California","Butte County",2021,206336,2006,2501,9.6329536,12.009978
"4","9","06","009","California","Calaveras County",2021,46249,367,591,8.0133629,12.904353
"4","9","06","011","California","Colusa County",2021,21919,294,193,13.42987,8.8162069
"4","9","06","013","California","Contra Costa County",2021,1163941,11760,9260,10.094378,7.9484639
"4","9","06","015","California","Del Norte County",2021,27584,260,330,9.4223385,11.959122
"4","9","06","017","California","El Dorado County",2021,193704,1512,1846,7.8555861,9.5908804
"4","9","06","019","California","Fresno County",2021,1013103,13656,9524,13.503044,9.417325
"4","9","06","021","California","Glenn County",2021,28718,372,309,12.911736,10.72507
"4","9","06","023","California","Humboldt County",2021,134897,1222,1510,9.0131617,11.137377
"4","9","06","025","California","Imperial County",2021,179138,2318,1795,12.922648,10.006968
"4","9","06","027","California","Inyo County",2021,18924,175,212,9.2321491,11.184089
"4","9","06","029","California","Kern County",2021,912709,12252,8360,13.47396,9.1937895
"4","9","06","031","California","Kings County",2021,152775,2174,1205,14.226864,7.8856354
"4","9","06","033","California","Lake County",2021,68645,682,926,9.9675541,13.533659
"4","9","06","035","California","Lassen County",2021,31885,302,224,9.4081001,6.9781933
"4","9","06","037","California","Los Angeles County",2021,9809462,94553,88930,9.5497112,8.9817963
"4","9","06","039","California","Madera County",2021,158966,2079,1437,13.18698,9.11481
"4","9","06","041","California","Marin County",2021,259278,2185,2244,8.3944187,8.6210871
"4","9","06","043","California","Mariposa County",2021,17127,142,222,8.2929392,12.965018
"4","9","06","045","California","Mendocino County",2021,91321,906,1104,9.9185495,12.08618
"4","9","06","047","California","Merced County",2021,284610,3820,2364,13.487748,8.3468685
"4","9","06","049","California","Modoc County",2021,8641,70,111,8.0822077,12.816072
"4","9","06","051","California","Mono County",2021,13271,114,49,8.6040983,3.6982527
"4","9","06","053","California","Monterey County",2021,437158,5374,3338,12.276694,7.6255312
"4","9","06","055","California","Napa County",2021,136265,1212,1327,8.8556356,9.6958981
"4","9","06","057","California","Nevada County",2021,103517,797,1216,7.7460613,11.818332
"4","9","06","059","California","Orange County",2021,3160611,30035,26407,9.465291,8.3219557
"4","9","06","061","California","Placer County",2021,413047,3580,3803,8.7426462,9.2872305
"4","9","06","063","California","Plumas County",2021,19958,166,213,8.3618774,10.729398
"4","9","06","065","California","Riverside County",2021,2453399,27112,23863,11.119697,9.7871542
"4","9","06","067","California","Sacramento County",2021,1588810,17913,14077,11.282443,8.8663511
"4","9","06","069","California","San Benito County",2021,66709,756,446,11.520966,6.7967601
"4","9","06","071","California","San Bernardino County",2021,2193087,26277,21385,12.008286,9.7726984
"4","9","06","073","California","San Diego County",2021,3274432,36651,26911,11.157537,8.1924219
"4","9","06","075","California","San Francisco County",2021,811935,7532,6790,8.9535933,8.0715475
"4","9","06","077","California","San Joaquin County",2021,788354,9661,7511,12.315078,9.5744276
"4","9","06","079","California","San Luis Obispo County",2021,279464,2372,2679,8.451086,9.5448809
"4","9","06","081","California","San Mateo County",2021,739149,7437,5299,9.9052496,7.0576735
"4","9","06","083","California","Santa Barbara County",2021,437521,5305,3733,11.975913,8.4271593
"4","9","06","085","California","Santa Clara County",2021,1885173,18827,12068,9.866519,6.3243823
"4","9","06","087","California","Santa Cruz County",2021,260475,2184,2127,8.226779,8.0120687
"4","9","06","089","California","Shasta County",2021,182135,1806,2616,9.9193439,14.368218
"4","9","06","091","California","Sierra County",2021,3294,24,35,7.3630924,10.737844
"4","9","06","093","California","Siskiyou County",2021,44139,428,637,9.7124834,14.455261
"4","9","06","095","California","Solano County",2021,450653,4911,3995,10.872549,8.8446007
"4","9","06","097","California","Sonoma County",2021,484519,4420,4657,9.087162,9.5744143
"4","9","06","099","California","Stanislaus County",2021,552723,6906,5765,12.488472,10.425143
"4","9","06","101","California","Sutter County",2021,99152,1237,958,12.455256,9.6460266
"4","9","06","103","California","Tehama County",2021,65446,738,876,11.255748,13.360481
"4","9","06","105","California","Trinity County",2021,16082,122,177,7.5839992,11.003015
"4","9","06","107","California","Tulare County",2021,477176,6583,4164,13.843064,8.7562695
"4","9","06","109","California","Tuolumne County",2021,55131,403,783,7.2934575,14.170663
"4","9","06","111","California","Ventura County",2021,839471,8390,7387,9.9712276,8.7791958
"4","9","06","113","California","Yolo County",2021,213141,1947,1550,9.0677919,7.2188377
"4","9","06","115","California","Yuba County",2021,83227,1106,782,13.391047,9.4681721
"4","8","08","000","Colorado","Colorado",2021,5811596,62137,46481,10.716218,8.0161667
"4","8","08","001","Colorado","Adams County",2021,523544,6631,3869,12.70253,7.4115648
"4","8","08","003","Colorado","Alamosa County",2021,16579,192,166,11.651899,10.074039
"4","8","08","005","Colorado","Arapahoe County",2021,656855,7592,4703,11.57205,7.1685133
"4","8","08","007","Colorado","Archuleta County",2021,13806,119,126,8.7403603,9.2544985
"4","8","08","009","Colorado","Baca County",2021,3490,35,72,10.043041,20.659971
"4","8","08","011","Colorado","Bent County",2021,5339,36,77,6.6592674,14.243433
"4","8","08","013","Colorado","Boulder County",2021,327084,2481,2144,7.5407815,6.5164995
"4","8","08","014","Colorado","Broomfield County",2021,75411,654,452,8.7257586,6.0306468
"4","8","08","015","Colorado","Chaffee County",2021,19741,149,172,7.5971956,8.7699175
"4","8","08","017","Colorado","Cheyenne County",2021,1719,21,24,12.121212,13.852814
"4","8","08","019","Colorado","Clear Creek County",2021,9457,72,65,7.6392574,6.8965516
"4","8","08","021","Colorado","Conejos County",2021,7582,99,107,13.171023,14.235349
"4","8","08","023","Colorado","Costilla County",2021,3613,41,43,11.524947,12.08714
"4","8","08","025","Colorado","Crowley County",2021,5735,30,65,5.2525606,11.380548
"4","8","08","027","Colorado","Custer County",2021,5063,40,59,8.1749439,12.058043
"4","8","08","029","Colorado","Delta County",2021,31392,304,495,9.7361002,15.853189
"4","8","08","031","Colorado","Denver County",2021,711467,8580,5138,12.007784,7.1906753
"4","8","08","033","Colorado","Dolores County",2021,2375,16,30,6.79983,12.749681
"4","8","08","035","Colorado","Douglas County",2021,369783,3529,1899,9.6670895,5.2019844
"4","8","08","037","Colorado","Eagle County",2021,55774,518,170,9.2972336,3.0512156
"4","8","08","039","Colorado","Elbert County",2021,27159,224,189,8.3934422,7.0819674
"4","8","08","041","Colorado","El Paso County",2021,737287,9301,5877,12.657254,7.9977083
"4","8","08","043","Colorado","Fremont County",2021,49237,383,680,7.8071651,13.861285
"4","8","08","045","Colorado","Garfield County",2021,62107,732,431,11.815886,6.9571676
"4","8","08","047","Colorado","Gilpin County",2021,5893,35,34,5.9762659,5.8055153
"4","8","08","049","Colorado","Grand County",2021,15851,113,100,7.1523514,6.3295145
"4","8","08","051","Colorado","Gunnison County",2021,17294,132,79,7.7093797,4.6139469
"4","8","08","053","Colorado","Hinsdale County",2021,773,2,5,2.5624599,6.4061499
"4","8","08","055","Colorado","Huerfano County",2021,6934,42,134,6.1042075,19.475328
"4","8","08","057","Colorado","Jackson County",2021,1359,6,16,4.382761,11.687363
"4","8","08","059","Colorado","Jefferson County",2021,580703,5396,5402,9.2731981,9.2835093
"4","8","08","061","Colorado","Kiowa County",2021,1454,19,20,13.062908,13.75043
"4","8","08","063","Colorado","Kit Carson County",2021,6927,82,95,11.723497,13.5821
"4","8","08","065","Colorado","Lake County",2021,7395,71,51,9.5926504,6.8904953
"4","8","08","067","Colorado","La Plata County",2021,56169,435,442,7.778831,7.9040074
"4","8","08","069","Colorado","Larimer County",2021,362747,3039,2753,8.4104776,7.6189685
"4","8","08","071","Colorado","Las Animas County",2021,14334,130,207,9.0202608,14.36303
"4","8","08","073","Colorado","Lincoln County",2021,5473,40,62,7.1845531,11.136058
"4","8","08","075","Colorado","Logan County",2021,21006,188,307,8.9065762,14.544249
"4","8","08","077","Colorado","Mesa County",2021,157439,1525,1903,9.7304192,12.142287
"4","8","08","079","Colorado","Mineral County",2021,929,4,7,4.4370494,7.7648363
"4","8","08","081","Colorado","Moffat County",2021,13165,148,159,11.1977,12.029962
"4","8","08","083","Colorado","Montezuma County",2021,26234,261,352,10.015157,13.507031
"4","8","08","085","Colorado","Montrose County",2021,43236,381,532,8.8549051,12.364329
"4","8","08","087","Colorado","Morgan County",2021,29006,382,310,13.153817,10.674563
"4","8","08","089","Colorado","Otero County",2021,18527,206,322,11.077949,17.316017
"4","8","08","091","Colorado","Ouray County",2021,5063,39,31,7.8431373,6.2342887
"4","8","08","093","Colorado","Park County",2021,17744,127,127,7.2237072,7.2237072
"4","8","08","095","Colorado","Phillips County",2021,4502,58,80,12.847491,17.720678
"4","8","08","097","Colorado","Pitkin County",2021,17337,127,82,7.3215728,4.7273145
"4","8","08","099","Colorado","Prowers County",2021,11990,147,179,12.246428,14.912317
"4","8","08","101","Colorado","Pueblo County",2021,169316,1695,2370,10.039893,14.03808
"4","8","08","103","Colorado","Rio Blanco County",2021,6442,57,66,8.794939,10.183614
"4","8","08","105","Colorado","Rio Grande County",2021,11406,122,166,10.633198,14.468122
"4","8","08","107","Colorado","Routt County",2021,25058,181,119,7.2559633,4.7704949
"4","8","08","109","Colorado","Saguache County",2021,6511,65,68,10.077519,10.542636
"4","8","08","111","Colorado","San Juan County",2021,741,5,7,6.8870525,9.6418734
"4","8","08","113","Colorado","San Miguel County",2021,8080,55,25,6.8179002,3.0990455
"4","8","08","115","Colorado","Sedgwick County",2021,2326,15,46,6.3626723,19.512196
"4","8","08","117","Colorado","Summit County",2021,30998,251,73,8.0969048,2.3548768
"4","8","08","119","Colorado","Teller County",2021,24945,167,241,6.7218099,9.7003365
"4","8","08","121","Colorado","Washington County",2021,4868,49,70,10.122921,14.461316
"4","8","08","123","Colorado","Weld County",2021,339897,4429,2263,13.194212,6.7415895
"4","8","08","125","Colorado","Yuma County",2021,9925,132,123,13.268999,12.364294
"1","1","09","000","Connecticut","Connecticut",2021,3603691,33942,34571,9.4529152,9.6280928
"1","1","09","110","Connecticut","Capitol Planning Region",2021,970142,9219,9494,9.5406237,9.8252182
"1","1","09","120","Connecticut","Greater Bridgeport Planning Region",2021,326752,3246,2551,9.9702215,7.8355007
"1","1","09","130","Connecticut","Lower Connecticut River Valley Planning Region",2021,175430,1355,1780,7.7717681,10.209408
"1","1","09","140","Connecticut","Naugatuck Valley Planning Region",2021,452281,4287,4490,9.5101194,9.9604464
"1","1","09","150","Connecticut","Northeastern Connecticut Planning Region",2021,95605,789,1065,8.2692699,11.161942
"1","1","09","160","Connecticut","Northwest Hills Planning Region",2021,112953,874,1220,7.7635407,10.836979
"1","1","09","170","Connecticut","South Central Connecticut Planning Region",2021,568450,5574,5871,9.843483,10.367974
"1","1","09","180","Connecticut","Southeastern Connecticut Planning Region",2021,278820,2483,3077,8.9130268,11.045261
"1","1","09","190","Connecticut","Western Connecticut Planning Region",2021,623258,6115,5023,9.849987,8.0910034
"3","5","10","000","Delaware","Delaware",2021,1004881,10174,11228,10.190596,11.246315
"3","5","10","001","Delaware","Kent County",2021,185043,2002,2180,10.899449,11.868531
"3","5","10","003","Delaware","New Castle County",2021,572029,6025,5801,10.542921,10.150952
"3","5","10","005","Delaware","Sussex County",2021,247809,2147,3247,8.8274355,13.350108
"3","5","11","000","District of Columbia","District of Columbia",2021,669037,8508,5837,12.699682,8.7127466
"3","5","11","001","District of Columbia","District of Columbia",2021,669037,8508,5837,12.699682,8.7127466
"3","5","12","000","Florida","Florida",2021,21830708,207942,250389,9.5777245,11.532816
"3","5","12","001","Florida","Alachua County",2021,281889,2521,2340,8.9775047,8.3329477
